date,sp500,ir3m,ir10y,vix,gdp,cpi,date_yyyymmdd
2018-04-30,2648.050048828125,1.7630000114440918,2.936000108718872,15.930000305175781,20150.476,250.227,20180430
2018-05-31,2705.27001953125,1.8700000047683716,2.822000026702881,15.430000305175781,20150.476,250.792,20180531
2018-06-30,2718.3701171875,1.8799999952316284,2.8489999771118164,16.09000015258789,20150.476,251.018,20180630
2018-07-31,2816.2900390625,1.9850000143051147,2.9639999866485596,12.829999923706055,20276.154,251.214,20180731
2018-08-31,2901.52001953125,2.055000066757202,2.8529999256134033,12.859999656677246,20276.154,251.663,20180831
2018-09-30,2913.97998046875,2.1500000953674316,3.055999994277954,12.119999885559082,20276.154,252.182,20180930
2018-10-31,2711.739990234375,2.2780001163482666,3.1589999198913574,21.229999542236328,20304.874,252.772,20181031
2018-11-30,2760.169921875,2.308000087738037,3.013000011444092,18.06999969482422,20304.874,252.594,20181130
2018-12-31,2506.85009765625,2.299999952316284,2.686000108718872,25.420000076293945,20304.874,252.767,20181231
2019-01-31,2704.10009765625,2.3399999141693115,2.634999990463257,16.56999969482422,20431.641,252.561,20190131
2019-02-28,2784.489990234375,2.382999897003174,2.7109999656677246,14.779999732971191,20431.641,253.319,20190228
2019-03-31,2834.39990234375,2.328000068664551,2.4140000343322754,13.710000038146973,20431.641,254.277,20190331
2019-04-30,2945.830078125,2.368000030517578,2.509000062942505,13.119999885559082,20602.275,255.233,20190430
2019-05-31,2752.06005859375,2.2929999828338623,2.1419999599456787,18.709999084472656,20602.275,255.296,20190531
2019-06-30,2941.760009765625,2.0350000858306885,2.0,15.079999923706055,20602.275,255.213,20190630
2019-07-31,2980.3798828125,2.0299999713897705,2.0209999084472656,16.1200008392334,20843.322,255.802,20190731
2019-08-31,2926.4599609375,1.9329999685287476,1.50600004196167,18.979999542236328,20843.322,256.036,20190831
2019-09-30,2976.739990234375,1.7699999809265137,1.6749999523162842,16.239999771118164,20843.322,256.43,20190930
2019-10-31,3037.56005859375,1.4980000257492065,1.690999984741211,13.220000267028809,20985.448,257.155,20191031
2019-11-30,3140.97998046875,1.5399999618530273,1.7760000228881836,12.619999885559082,20985.448,257.879,20191130
2019-12-31,3230.780029296875,1.5049999952316284,1.9190000295639038,13.779999732971191,20985.448,258.63,20191231
2020-01-31,3225.52001953125,1.5099999904632568,1.5199999809265137,18.84000015258789,20709.212,259.127,20200131
2020-02-29,2954.219970703125,1.2300000190734863,1.1269999742507935,40.11000061035156,20709.212,259.25,20200229
2020-03-31,2584.590087890625,0.029999999329447746,0.6980000138282776,53.540000915527344,20709.212,258.076,20200331
2020-04-30,2912.429931640625,0.09000000357627869,0.621999979019165,34.150001525878906,19077.992,256.032,20200430
2020-05-31,3044.31005859375,0.12800000607967377,0.6480000019073486,27.510000228881836,19077.992,255.802,20200531
2020-06-30,3100.2900390625,0.13500000536441803,0.652999997138977,30.43000030517578,19077.992,257.042,20200630
2020-07-31,3271.1201171875,0.08299999684095383,0.5360000133514404,24.459999084472656,20558.879,258.352,20200731
2020-08-31,3500.31005859375,0.0949999988079071,0.6930000185966492,26.40999984741211,20558.879,259.316,20200831
2020-09-30,3363.0,0.08500000089406967,0.6769999861717224,26.3700008392334,20558.879,259.997,20200930
2020-10-31,3269.9599609375,0.08299999684095383,0.8600000143051147,38.02000045776367,20791.917,260.319,20201031
2020-11-30,3621.6298828125,0.07500000298023224,0.843999981880188,20.56999969482422,20791.917,260.911,20201130
2020-12-31,3756.070068359375,0.06499999761581421,0.9169999957084656,22.75,20791.917,262.045,20201231
2021-01-31,3714.239990234375,0.04800000041723251,1.093000054359436,33.09000015258789,21082.134,262.639,20210131
2021-02-28,3811.14990234375,0.03500000014901161,1.4600000381469727,27.950000762939453,21082.134,263.573,20210228
2021-03-31,3972.889892578125,0.013000000268220901,1.746000051498413,19.399999618530273,21082.134,264.847,20210331
2021-04-30,4181.169921875,0.003000000026077032,1.63100004196167,18.610000610351562,21440.929,266.625,20210430
2021-05-31,4204.10986328125,0.00800000037997961,1.5809999704360962,16.760000228881836,21440.929,268.404,20210531
2021-06-30,4297.5,0.03999999910593033,1.4429999589920044,15.829999923706055,21440.929,270.71,20210630
2021-07-31,4395.259765625,0.03999999910593033,1.2389999628067017,18.239999771118164,21617.828,271.965,20210731
2021-08-31,4522.68017578125,0.03999999910593033,1.3040000200271606,16.479999542236328,21617.828,272.752,20210831
2021-09-30,4307.5400390625,0.02800000086426735,1.5290000438690186,23.139999389648438,21617.828,273.942,20210930
2021-10-31,4605.3798828125,0.04800000041723251,1.5570000410079956,16.260000228881836,21988.737,276.528,20211031
2021-11-30,4567.0,0.04800000041723251,1.4429999589920044,27.190000534057617,21988.737,278.824,20211130
2021-12-31,4766.18017578125,0.032999999821186066,1.5119999647140503,17.219999313354492,21988.737,280.806,20211231
2022-01-31,4515.5498046875,0.17299999296665192,1.781999945640564,24.829999923706055,21932.71,282.542,20220131
2022-02-28,4373.93994140625,0.2879999876022339,1.8389999866485596,30.149999618530273,21932.71,284.525,20220228
2022-03-31,4530.41015625,0.49300000071525574,2.3269999027252197,20.559999465942383,21932.71,287.467,20220331
2022-04-30,4131.93017578125,0.8080000281333923,2.88700008392334,33.400001525878906,21967.045,288.582,20220430
2022-05-31,4132.14990234375,1.0299999713897705,2.8440001010894775,26.190000534057617,21967.045,291.299,20220531
